2015-04-30 23:04:53.013911 |   startup_foreground
2015-04-30 23:05:03.017605 |               Finder
2015-04-30 23:05:13.019325 |        Google Chrome
2015-04-30 23:05:23.023411 |                iTerm
2015-04-30 23:05:33.024578 |        Google Chrome
2015-04-30 23:05:43.025366 |      pam_link_survey
2015-04-30 23:05:53.028326 |        Google Chrome
2015-04-30 23:06:03.033832 |        Google Chrome
2015-04-30 23:06:13.036940 |        Google Chrome
2015-04-30 23:06:23.042591 |               Finder
2015-04-30 23:06:33.045447 |             TextEdit
2015-04-30 23:06:43.047064 |             TextEdit
2015-04-30 23:06:53.052055 |             TextEdit
2015-04-30 23:07:03.055682 |             TextEdit
2015-04-30 23:07:13.057408 |             TextEdit
2015-04-30 23:07:23.060079 |             TextEdit
2015-04-30 23:07:33.060828 |               Finder
2015-04-30 23:07:43.065636 |               Finder
2015-04-30 23:07:53.071778 |      pam_link_survey
2015-04-30 23:08:03.075328 |                iTerm
2015-04-30 23:08:13.081248 |                iTerm
2015-04-30 23:08:23.085301 |                iTerm
2015-04-30 23:08:33.089180 |                iTerm
2015-04-30 23:08:43.094747 |                iTerm
2015-04-30 23:08:53.096072 |                iTerm
2015-04-30 23:09:03.102329 |                iTerm
2015-04-30 23:09:13.103565 |                iTerm
2015-04-30 23:09:23.106366 |                iTerm
2015-04-30 23:09:33.112574 |                iTerm
2015-04-30 23:09:43.117307 |                iTerm
2015-04-30 23:09:53.123521 |                iTerm
2015-04-30 23:10:03.126097 |                iTerm
2015-04-30 23:10:13.132339 |                iTerm
2015-04-30 23:10:23.134764 |                iTerm
2015-04-30 23:10:33.136325 |                Viber
2015-04-30 23:10:43.138317 |      pam_link_survey
2015-04-30 23:10:53.139796 |    startup-keystroke
2015-04-30 23:11:03.144857 |    startup-keystroke
2015-04-30 23:11:13.148796 |    startup-keystroke
2015-04-30 23:11:23.154964 |    startup-keystroke
2015-04-30 23:11:33.161194 |    startup-keystroke
2015-04-30 23:11:43.164413 |    startup-keystroke
2015-04-30 23:11:53.166789 |    startup-keystroke
2015-04-30 23:12:03.170433 |                iTerm
2015-04-30 23:12:13.171578 |                iTerm
2015-04-30 23:12:23.175844 |        Script Editor
2015-04-30 23:12:33.180129 |        Script Editor
2015-04-30 23:12:43.184055 |        Script Editor
2015-04-30 23:12:53.187579 |        Script Editor
2015-04-30 23:13:03.192894 |        Script Editor
2015-04-30 23:13:13.195538 |        Script Editor
2015-04-30 23:13:23.201597 |        Script Editor
2015-04-30 23:13:33.202807 |                iTerm
2015-04-30 23:13:43.205435 |                iTerm
2015-04-30 23:13:53.207789 |                iTerm
2015-04-30 23:14:03.213975 |                iTerm
2015-04-30 23:14:13.216099 |        Script Editor
2015-04-30 23:14:23.217780 |               Finder
2015-04-30 23:14:33.224601 |               Finder
2015-04-30 23:14:43.228452 |        Script Editor
2015-04-30 23:14:53.233719 |               Finder
2015-04-30 23:15:03.238199 |               Finder
2015-04-30 23:15:13.242523 |                iTerm
2015-04-30 23:15:23.245485 |                iTerm
2015-04-30 23:15:33.251773 |                iTerm
2015-04-30 23:15:43.256311 |               Finder
2015-04-30 23:15:53.259845 |               Finder
2015-04-30 23:16:03.261403 |               Finder
2015-04-30 23:16:13.266243 |      pam_link_survey
2015-04-30 23:16:23.266998 |        Script Editor
2015-04-30 23:16:33.273184 |      pam_link_survey
2015-04-30 23:16:43.277733 |      pam_link_survey
2015-04-30 23:16:53.281529 |                iTerm
2015-04-30 23:17:03.285229 |                iTerm
2015-04-30 23:17:13.288220 |                iTerm
2015-04-30 23:17:23.292514 |                iTerm
2015-04-30 23:17:33.295593 |        Script Editor
2015-04-30 23:17:43.300333 |        Google Chrome
2015-04-30 23:17:53.303331 |                iTerm
2015-04-30 23:18:03.308595 |                iTerm
2015-04-30 23:18:13.310504 |                iTerm
2015-04-30 23:18:23.311736 |                iTerm
2015-04-30 23:18:33.312808 |                iTerm
2015-04-30 23:18:43.318963 |                iTerm
2015-04-30 23:18:53.325186 |                iTerm
2015-04-30 23:19:03.330797 |        Google Chrome
2015-04-30 23:19:13.332171 |               Finder
2015-04-30 23:19:23.335385 |               Finder
2015-04-30 23:19:33.336670 |               Finder
2015-04-30 23:19:43.340984 |               Finder
2015-04-30 23:19:53.342981 |   System Preferences
2015-04-30 23:20:03.344531 |   System Preferences
2015-04-30 23:20:13.347674 |   System Preferences
2015-04-30 23:20:23.348409 |   System Preferences
2015-04-30 23:20:33.350715 |                Viber
2015-04-30 23:20:43.354784 |                Viber
2015-04-30 23:20:53.356864 |                iTerm
2015-04-30 23:21:03.362547 |                iTerm
2015-04-30 23:21:13.365600 |                iTerm
2015-04-30 23:21:23.368375 |                iTerm
2015-04-30 23:21:33.374534 |                iTerm
2015-04-30 23:21:43.378661 |                iTerm
2015-04-30 23:21:53.381421 |                iTerm
2015-04-30 23:22:03.383363 |                iTerm
2015-04-30 23:22:13.389469 |                iTerm
2015-04-30 23:22:23.394065 |                iTerm
2015-04-30 23:22:33.395150 |                iTerm
2015-04-30 23:22:43.399528 |                iTerm
2015-04-30 23:22:53.405669 |                iTerm
2015-04-30 23:23:03.410886 |                iTerm
2015-04-30 23:23:13.413093 |                iTerm
2015-04-30 23:23:23.414857 |      pam_link_survey
2015-04-30 23:23:33.420022 |    startup-keystroke
2015-04-30 23:23:43.425852 |                iTerm
2015-04-30 23:23:53.426835 |                iTerm
2015-04-30 23:24:03.427822 |                iTerm
2015-04-30 23:24:13.432747 |                iTerm
2015-04-30 23:24:23.434320 |                iTerm
2015-04-30 23:24:33.437401 |                iTerm
2015-04-30 23:24:43.441054 |                iTerm
2015-04-30 23:24:53.443398 |                iTerm
2015-04-30 23:25:03.448424 |                iTerm
2015-04-30 23:25:13.454170 |                iTerm
2015-04-30 23:25:23.459675 |                iTerm
2015-04-30 23:25:33.460801 |                iTerm
2015-04-30 23:25:43.463950 |                iTerm
2015-04-30 23:25:53.469579 |                iTerm
2015-04-30 23:26:03.470631 |                iTerm
2015-04-30 23:26:13.475672 |               Python
2015-04-30 23:26:23.480539 |                iTerm
2015-04-30 23:26:33.483384 |                iTerm
2015-04-30 23:26:43.487659 |                iTerm
2015-04-30 23:26:53.492690 |                iTerm
2015-04-30 23:27:03.493894 |                iTerm
2015-04-30 23:27:13.496757 |                iTerm
2015-04-30 23:27:23.502952 |                iTerm
2015-04-30 23:27:33.504260 |                iTerm
2015-04-30 23:27:43.509026 |                iTerm
2015-04-30 23:27:53.510582 |                iTerm
2015-04-30 23:28:03.516297 |                iTerm
2015-04-30 23:28:13.517966 |                iTerm
2015-04-30 23:28:23.518860 |                iTerm
2015-04-30 23:28:33.522672 |                iTerm
2015-04-30 23:28:43.523972 |                iTerm
2015-04-30 23:28:53.527370 |                iTerm
2015-04-30 23:29:03.531549 |                iTerm
2015-04-30 23:29:13.537508 |                iTerm
2015-04-30 23:29:23.543693 |                iTerm
2015-04-30 23:29:33.549360 |                iTerm
2015-04-30 23:29:43.553047 |                iTerm
2015-04-30 23:29:53.559259 |                iTerm
2015-04-30 23:30:03.560238 |                iTerm
2015-04-30 23:30:13.565353 |                iTerm
2015-04-30 23:30:23.569441 |                iTerm
2015-04-30 23:30:33.572492 |                iTerm
2015-04-30 23:30:43.575106 |                iTerm
2015-04-30 23:30:53.581046 |                iTerm
2015-04-30 23:31:03.586551 |                iTerm
2015-04-30 23:31:13.592697 |                iTerm
2015-04-30 23:31:23.594074 |                iTerm
2015-04-30 23:31:33.600294 |                iTerm
2015-04-30 23:31:43.603282 |                iTerm
2015-04-30 23:31:53.608722 |                iTerm
2015-04-30 23:32:03.614913 |                iTerm
2015-04-30 23:32:13.621828 |                iTerm
2015-04-30 23:32:23.628058 |        Script Editor
2015-04-30 23:32:33.630360 |        Script Editor
2015-04-30 23:32:43.634651 |      pam_link_survey
2015-04-30 23:32:53.640936 |                iTerm
2015-04-30 23:33:03.645104 |                iTerm
2015-04-30 23:33:13.651230 |                iTerm
2015-04-30 23:33:23.655676 |                iTerm
2015-04-30 23:33:33.659775 |                iTerm
2015-04-30 23:33:43.660665 |        Script Editor
2015-04-30 23:33:53.665694 |        Script Editor
2015-04-30 23:34:03.669387 |      pam_link_survey
2015-04-30 23:34:13.675188 |        Script Editor
2015-04-30 23:34:23.679528 |        Script Editor
2015-04-30 23:34:33.681419 |      pam_link_survey
2015-04-30 23:34:43.684178 |                iTerm
2015-04-30 23:34:53.687736 |                iTerm
2015-04-30 23:35:03.692887 |                iTerm
2015-04-30 23:35:13.694131 |                iTerm
2015-04-30 23:35:23.698899 |        Script Editor
2015-04-30 23:35:33.701522 |      pam_link_survey
2015-04-30 23:35:43.706106 |      pam_link_survey
2015-04-30 23:35:53.712268 |      pam_link_survey
2015-04-30 23:36:03.717596 |      pam_link_survey
2015-04-30 23:36:13.722244 |      pam_link_survey
2015-04-30 23:36:23.722928 |        Script Editor
2015-04-30 23:36:33.724318 |        Script Editor
2015-04-30 23:36:43.727571 |        Script Editor
2015-04-30 23:36:53.729512 |        Script Editor
